,0,1
0,20.192377,8.35102
1,19.590229,8.151309
2,13.413234,4.4907837
3,13.128182,11.325714
4,9.379221,6.5563555
5,9.4828615,6.195504
6,12.866163,5.2809315
7,16.047676,3.911006
8,16.524641,3.182759
9,9.0823345,6.735849
10,13.308117,4.596815
11,21.198254,8.715907
12,9.840271,6.431293
13,16.032333,3.142033
14,20.896431,8.417473
15,16.390516,3.1836228
16,16.738241,8.059872
17,19.614386,10.405429
18,19.746023,10.344868
19,19.363766,10.594571
20,19.455145,8.991093
21,19.19205,9.34805
22,19.86657,11.161898
23,20.762283,10.790668
24,20.60192,10.6649685
25,19.414253,9.401874
26,20.686148,10.084891
27,19.400764,8.384469
28,19.229658,8.4549
29,13.76318,11.73565
30,12.723713,12.099136
31,13.119641,12.158733
32,13.290135,11.7827
33,19.28401,10.409465
34,13.806202,5.293105
35,13.951066,4.99753
36,12.975743,11.38836
37,9.523431,6.1436534
38,12.672404,12.122595
39,13.412254,4.262087
40,19.551682,10.713958
41,19.989456,9.26222
42,13.371814,4.3484883
43,21.08056,10.362282
44,12.846423,11.962413
45,13.235463,12.216049
46,16.502079,3.1998703
47,15.85617,3.2669175
48,21.151539,10.5205145
49,9.329916,6.818831
50,13.918701,5.099964
51,10.007362,6.4955926
52,19.667864,8.190831
53,20.364634,10.939192
54,19.532059,8.338845
55,15.919888,4.0481987
56,16.670372,7.6366415
57,12.985571,11.681842
58,13.534502,5.0273924
59,13.582646,11.5168705
60,20.549013,8.788735
61,19.977388,10.956696
62,19.977552,9.816377
63,20.677038,10.751319
64,9.956071,6.351872
65,20.483627,10.0511875
66,19.690975,9.766709
67,16.193169,3.323859
68,19.32844,9.751033
69,15.776064,3.6050806
70,16.313778,3.3605137
71,20.14201,8.609768
72,15.987814,3.9328084
73,13.1831,5.308417
74,20.818296,9.733983
75,13.031065,11.8678
76,16.302404,3.8352463
77,13.555394,11.553951
78,13.218582,11.209001
79,9.692293,6.5462017
80,13.502647,4.8773165
81,13.740955,4.938606
82,9.587483,5.91381
83,8.91508,6.3552475
84,20.719545,10.660068
85,20.852161,10.376866
86,9.690705,6.5756125
87,19.17724,9.932967
88,16.514465,7.7531376
89,18.982203,9.811491
90,19.709293,10.907635
91,16.55068,3.6091104
92,20.382818,9.119553
93,19.30862,9.621656
94,16.631552,8.129977
95,16.565828,8.138581
96,20.638184,10.88711
97,21.314098,10.458562
98,9.138657,6.5441833
99,20.799364,8.713803
100,13.226146,11.814167
101,19.48028,10.647465
102,19.872902,8.137417
103,19.089008,9.758175
104,19.427444,10.57617
105,20.80073,10.0285015
106,20.519623,8.439332
107,19.767202,8.761155
108,20.248745,9.512912
109,19.330002,8.290873
110,20.71813,9.095727
111,21.139132,9.967713
112,19.50788,9.106766
113,13.573887,12.161532
114,21.263746,8.729659
115,20.332851,8.411701
116,15.948597,3.8432412
117,19.682161,8.362222
118,9.711825,6.1881013
119,21.254196,10.213997
120,13.544888,12.209063
121,21.013657,9.109904
122,16.157305,3.709044
123,20.854212,10.12361
124,16.092852,3.1794627
125,19.004452,8.919292
126,16.594913,3.4924123
127,19.782915,8.25345
128,20.177052,11.056699
129,15.948426,3.975163
130,19.217873,9.540499
131,16.574282,7.566272
132,16.6479,7.9439116
133,13.000518,4.6840887
134,19.401585,9.02325
135,20.234066,8.746818
136,20.142456,8.801986
137,19.443893,8.459507
138,13.395905,12.061578
139,15.926117,3.5656066
140,19.681444,9.246225
141,19.133904,9.104251
142,13.360251,12.285047
143,20.512026,11.130645
144,19.949333,11.118287
145,20.469826,11.019233
146,21.37706,8.945828
147,9.908021,6.441397
148,19.95542,8.599557
149,20.102425,10.280607
150,21.269562,10.349791
151,20.053694,10.9566
152,12.990493,4.671743
153,20.038872,11.034297
154,20.62945,9.238557
155,19.211607,8.633969
156,21.174885,10.3820305
157,19.53484,9.496328
158,15.758336,3.2300103
159,21.390312,9.484726
160,13.691836,4.8599315
161,21.069582,8.945655
162,19.961456,9.323898
163,20.855373,10.204423
164,13.160805,4.766048
165,12.899003,12.180491
166,13.766948,5.2693353
167,15.950671,3.7486928
168,13.069659,11.343259
169,13.419376,4.384812
170,13.976804,4.9955854
171,13.202597,11.162388
172,13.749231,4.7583466
173,9.211801,6.7535987
174,20.506075,10.413985
175,20.28339,8.63377
176,19.502636,8.415662
177,19.72246,9.052996
178,13.282943,4.6721015
179,13.553984,11.628208
180,19.386583,9.783626
181,19.70383,10.278573
182,9.069451,6.738441
183,12.982166,11.379847
184,20.182056,9.756861
185,20.928337,8.695285
186,9.153123,6.8166833
187,9.523559,6.393081
188,20.314526,9.288543
189,20.62366,8.906076
190,13.228088,12.218654
191,20.445772,11.007727
192,19.730104,9.578064
193,16.46603,3.2729886
194,13.244893,11.556065
195,13.9365425,5.123721
196,13.368498,4.262313
197,13.721995,4.8391185
198,19.27259,8.667316
199,13.933942,5.0990114
200,19.83175,8.453717
201,20.270935,10.854756
202,20.071165,9.085304
203,20.191507,9.0317135
204,20.060991,8.500991
205,19.572609,10.858497
206,19.308836,8.71843
207,19.582422,9.981022
208,19.617085,8.712684
209,19.284472,8.493258
210,19.306381,10.54706
211,8.970707,6.382858
212,9.5518055,6.0388985
213,20.312103,9.029198
214,9.72625,6.803205
215,20.78098,8.327705
216,20.556086,9.169774
217,19.06923,8.787053
218,19.5692,8.934377
219,20.664953,9.013479
220,12.842922,11.887549
221,21.257565,9.454743
222,12.933336,4.6524897
223,20.181164,10.684352
224,13.304047,4.4755206
225,16.529196,3.3562021
226,16.365463,3.4224744
227,8.976544,6.267058
228,12.978379,5.132764
229,20.757902,10.5991125
230,16.308523,3.69938
231,21.280182,8.645872
232,20.489653,8.485536
233,13.247001,4.704686
234,20.497118,10.273115
235,13.826931,11.521406
236,13.874855,11.55412
237,13.790213,11.694651
238,13.764621,11.631956
239,16.102783,3.3993196
240,13.334614,12.05969
241,21.453627,10.015459
242,13.894769,11.573498
243,13.372259,11.531085
244,19.14233,10.372229
245,13.205138,4.9463167
246,19.528755,9.081083
247,9.831982,6.670647
248,9.538111,6.870346
249,20.110407,9.161828
250,13.44443,11.645257
251,9.562432,6.0003138
252,9.913596,6.259993
253,21.117928,9.208212
254,19.338427,9.309578
255,16.265371,3.5589185
256,19.78701,8.651895
257,15.850819,3.2565014
258,16.031128,3.9839969
259,19.65471,8.803181
260,13.431889,12.107023
261,12.659346,12.050941
262,21.48457,9.682655
263,16.608232,7.7139764
264,20.712173,8.369243
265,16.004812,3.825283
266,9.674759,6.3266473
267,13.248282,12.213605
268,9.182911,6.8175344
269,21.304926,9.440178
270,19.804216,10.436032
271,21.191353,10.293861
272,19.810034,8.219394
273,21.090595,8.509557
274,13.254581,4.9682164
275,13.721142,5.365159
276,19.026289,9.0002165
277,9.329643,6.5376663
278,12.911122,5.19639
279,12.731383,12.004802
280,13.011756,5.2213106
281,20.079008,9.413719
282,13.045173,11.431263
283,20.065628,10.668149
284,20.745138,10.259814
285,13.457164,5.117416
286,13.445171,4.3184314
287,12.870468,5.1505985
288,20.869839,10.349069
289,21.473919,9.851869
290,13.588325,11.303171
291,19.53146,8.526535
292,21.100988,10.06338
293,13.77619,5.204016
294,9.194727,6.7010493
295,19.609856,8.685353
296,21.436413,9.368562
297,21.018415,9.607307
298,19.705084,10.500317
299,9.3692875,6.467238
300,19.294886,9.452145
301,13.121119,11.522725
302,21.385054,9.7584305
303,21.07719,9.746682
304,9.239252,6.4373565
305,20.011135,9.521387
306,9.67153,6.349501
307,20.114782,9.644798
308,19.527824,9.286316
309,19.106451,8.60818
310,13.473967,11.349416
311,16.584263,8.185408
312,13.255932,11.923758
313,13.354685,4.9741073
314,21.275444,9.740375
315,9.782665,6.2920113
316,12.979098,5.249846
317,21.34555,9.944077
318,20.029663,8.721919
319,16.759428,8.124373
320,20.797104,9.7630205
321,13.463741,11.303439
322,20.982021,10.193519
323,21.232607,10.253388
324,12.842939,12.132423
325,9.26479,6.204002
326,21.067926,8.537954
327,9.186438,6.6766677
328,20.022474,8.972945
329,12.724708,11.948905
330,19.330982,10.290321
331,13.388533,11.689558
332,16.688223,7.670722
333,21.401375,9.758098
334,13.403083,5.3368425
335,20.585695,8.292365
336,19.992073,9.964666
337,19.540722,10.252728
338,19.844637,8.917473
339,9.972394,6.296394
340,19.373854,9.2290945
341,20.342178,10.466447
342,19.698408,10.765186
343,19.907104,10.668859
344,19.777948,10.723696
345,21.151146,9.308314
346,15.939115,3.4407966
347,9.261058,6.597766
348,19.883308,10.028486
349,15.924334,3.85581
350,19.18241,8.902069
351,20.36881,8.370284
352,20.100958,10.130651
353,16.036997,3.707688
354,20.285963,9.883833
355,19.469893,8.486481
356,16.416714,3.5937974
357,19.874004,8.737521
358,19.845797,10.344363
359,9.423533,6.382977
360,20.900578,8.911244
361,16.112314,3.228712
362,16.676682,7.651125
363,20.61262,10.845148
364,13.659853,11.409553
365,16.578423,7.9188466
366,20.617287,9.8007345
367,13.361768,5.3084173
368,20.03682,10.242158
369,16.057331,3.418204
370,16.462526,7.8577046
371,20.180511,9.764288
372,19.997534,10.700774
373,13.542108,11.178249
374,13.625424,11.046991
375,13.10022,5.201329
376,12.776747,4.899157
377,13.469365,5.3679023
378,13.7813015,11.450238
379,9.328307,6.200378
380,13.607646,11.072633
381,15.816566,3.7165065
382,21.223688,8.815623
383,20.136683,10.748433
384,13.495494,11.006945
385,13.5653925,11.142657
386,15.872647,3.9683294
387,9.358394,6.1172004
388,15.719749,3.5247896
389,9.223835,5.9923086
390,19.464622,8.968791
391,19.817396,9.975315
392,9.251494,6.045095
393,9.163956,6.151903
394,20.857153,9.10447
395,20.6876,9.987864
396,16.673603,7.983202
397,21.029583,9.443701
398,13.058807,4.5649123
399,20.98275,9.376596
400,20.924435,9.70539
401,20.937855,9.548397
402,12.732159,4.959408
403,12.764457,4.9331613
404,12.805437,5.035778
405,20.772142,9.351097
406,20.26424,9.356727
407,16.434,8.162789
408,13.558503,11.077628
409,20.502089,9.703646
410,20.515827,9.123814
411,20.674017,9.582399
412,9.270352,6.067649
413,20.574759,9.10035
414,19.88258,10.506318
415,20.584599,10.064067
416,20.22478,10.523547
417,12.972986,4.7935677
418,9.732866,6.118586
419,16.009945,3.6348586
420,13.217616,5.152144
421,16.493568,7.8626018
422,15.822642,3.4303482
423,9.544895,6.693429
424,20.615078,9.476453
425,16.230963,3.4194539
426,13.314025,11.249493
427,19.10997,8.904216
428,13.878607,5.001257
429,20.409908,9.669819
